PRO:pers:obj:3:masc:sg:bet	PRON
PRO:pers:obj:3:masc:sg:unb	PRON
PRO:pers:suj:1:sg:bet	PRON
PRO:pers:suj:1:sg:unb	PRON
PRO:pers:suj:2:sg:bet	PRON
PRO:pers:suj:2:sg:unb	PRON
PRO:pers:suj:3:femi:pl	PRON
PRO:pers:suj:3:femi:sg	PRON
PRO:pers:suj:3:masc:pl	PRON
PRO:pers:suj:3:masc:sg:bet	PRON
PRO:pers:suj:3:masc:sg:unb	PRON
PRO:poss:obj:femi:pl	PRON
PRO:poss:obj:femi:sg	PRON
PRO:poss:obj:masc:pl	PRON
PRO:poss:obj:masc:sg	PRON
PRO:poss:suj:femi:pl	PRON
PRO:poss:suj:femi:sg	PRON
PRO:poss:suj:masc:pl	PRON
PRO:poss:suj:masc:sg	PRON
PROCON	ADV|CCONJ|PRON|SCONJ
VER:cond:1:pl	VERB
VER:cond:1:sg	VERB
VER:cond:2:pl	VERB
VER:cond:2:sg	VERB
VER:cond:3:pl	VERB
VER:cond:3:sg	VERB
VER:futu:1:pl	VERB
VER:futu:1:sg	VERB
VER:futu:2:pl	VERB
VER:futu:2:sg	VERB
VER:futu:3:pl	VERB
VER:futu:3:sg	VERB
VER:impe:1:pl	VERB
VER:impe:2:pl	VERB
VER:impe:2:sg	VERB
VER:impf:1:pl	VERB
VER:impf:1:sg	VERB
VER:impf:2:pl	VERB
VER:impf:2:sg	VERB
VER:impf:3:pl	VERB
VER:impf:3:sg	VERB
VER:infi	VERB
VER:pper:femi:pl	VERB
VER:pper:femi:sg	VERB
VER:pper:masc:pl	VERB
VER:pper:masc:sg	VERB
VER:ppre	VERB
VER:ppre:pl	VERB
VER:pres:1:pl	VERB
VER:pres:1:sg	VERB
VER:pres:2:pl	VERB
VER:pres:2:sg	VERB
VER:pres:3:pl	VERB
VER:pres:3:sg	VERB
VER:simp:1:pl	VERB
VER:simp:1:sg	VERB
VER:simp:2:pl	VERB
VER:simp:2:sg	VERB
VER:simp:3:pl	VERB
VER:simp:3:sg	VERB
VER:subi:1:pl	VERB
VER:subi:1:sg	VERB
VER:subi:2:pl	VERB
VER:subi:2:sg	VERB
VER:subi:3:pl	VERB
VER:subi:3:sg	VERB
VER:subp:1:pl	VERB
VER:subp:1:sg	VERB
VER:subp:2:pl	VERB
VER:subp:2:sg	VERB
VER:subp:3:pl	VERB
VER:subp:3:sg	VERB
