tenir	Vfin	taing|teing|ten|tenc|tend|tenden|tendra|tendrait|tendray|tendriés|tendroient|tendroit|tendroiz|tendrons|tendront|tendrunt|tendrés|teneit|teneiz|tenent|tenez|tenis|tenisse|tenissent|tenisses|tenist|tenit|tenoie|tenoient|tenoit|tenons|tenoye|tenra|tenrai|tenras|tenrions|tenroient|tenrois|tenroit|tenront|tenrras|tent|tenés|tieg|tiegne|tieig|tieigne|tieing|tien|tienc|tiendra|tienent|tieng|tienge|tienges|tiengne|tiengnent|tiennent|tiens|tient|tienz|tig|tignet|tindrent|ting|tinrent|tins|tint
morne	Adj	morne|mornes|mourne|murne|murnes
mat	Adj	mas|mat|mate
reclure	Vpp	reclus
hors	PrA	feur|for|fors|fuer|fuers|hors|ors
mort	N	mors|mort|morz
surplus	N	seurplus|sorplus|surplus
si	Sub	c'|ce|ge|s|s'|se|si
bref	Adj	bref|bricfve|brief|brieve|briez
merci	N	merchi|merchis|merci|mercie|mercis|mercit|merciz|mercy|mercys|mercét
lui	Prn	lui|lui'|luy
grief	Adj	gref|grefves|greve|grief|griefs|griefve|grieve|griés
langueur	N	langour|langueur|langueurs|langur|lengour
teindre	Vpp	tains|taint|tainte|tainz|teint|teinte
noircir	Vpp	nerci|nerciz|noircis|noircy
dont	Qux	dom|don|donc|dont|dum|dun|dunt
secours	N	secors|secours|socors|sucurs
requérir	Vfin	reqiere|reqiert|requeillierent|requeist|requer|requereient|requerent|requerez|requerie|requeroient|requeroit|requerray|requerroit|requerét|requeréz|requier|requiere|requiers|requiert|requis|requissent|requist|requistrent|requit
humble	Adj	humble|humbles|humeles|humles|treshumble|umble|umbles
vouloir	Vinf	voleir|voler|volloir|voloir|voloirs|vouloir|vouloirs
plaindre	Vinf	plaindre|pleindre
douloir	Vinf	doleir|doloir|douloir|duleir
mettre	Vfin	mais|mat|meche|mect|mecte|mectent|mecteroit|mectez|mectoit|mectra|mectray|mectroient|mectz|mectéz|meismes|meisrent|meisse|meissent|meist|meit|mesins|met|mete|meteiz|metent|metera|meterai|meteroie|meteroient|metez|metoie|metoient|metoit|metons|metra|metrai|metran|metray|metroie|metroient|metromes|metrons|metront|mette|mettent|mettez|mettoie|mettoit|mettons|mettrai|mettray|mettroie|mettrés|metz|metés|meïs|meïsse|meïst|meïstes|miht|mirent|mis|misdrent|misent|misrent|mist|mistrent|mit|myt
non	Neg	nom|non|nun
chaloir	Vinf	chaleir|chaloir
quanque	Qux	canque|canques|cantc|cantk|kantk|quancqu'|quancque|quanke|quanqu|quanqu'|quanque|quanques|quanqui|quanquëz|quantque
pouvoir	Vfin	peot|peu|peuent|peuist|peult|peurent|peus|peusce|peuse|peusmes|peusse|peussent|peussez|peussiez|peussions|peussiés|peussons|peust|peustes|peut|peuz|pevent|peüse|peüses|peüsse|peüssent|peüst|poc|pod|podra|poeie|poeis|poeit|poent|poet|poeut|poevent|poez|poi|poioie|poioit|pois|poisse|poissent|poissiez|poist|pooie|pooient|pooies|pooit|poom|poon|poons|poout|pora|porais|porait|poras|porat|porent|poriens|poroie|poroient|poroit|poront|porra|porrai|porras|porray|porreit|porrez|porriez|porrions|porriés|porroie|porroient|porroit|porroiz|porrommes|porron|porrons|porront|porroye|porrés|porrïez|porés|pos|posc|posche|pot|poth|pothent|pouait|pouent|pouet|pouez|poum|pouoie|pouoient|pouoit|pouons|pouoye|pourai|pourent|pouroit|pourra|pourrai|pourraient|pourray|pourrez|pourrions|pourroient|pourroies|pourroit|pourroiz|pourrons|pourront|pourroye|pourroyent|poust|pout|pouvoient|poués|povez|povoie|povoient|povoit|povons|poz|poés|poéz|poët|poïsse|poïst|poïxe|poüm|pueent|puent|pues|puet|puez|pui|puis|puise|puises|puisse|puissent|puisses|puisset|puissiez|puissons|puist|puisum|puit|puiz|purra|purrad|purrai|purreie|purreit|purriez|purrunt|puse|pusse|pussent|pusset|pussez|pust|put|puum|puys|pués|péussent|póüst
valoir	Vinf	valloir|valoir
ains	PrA	aienz|ainc|ains|ainz|anz|eins|einz|enz|hanc|hunc
son	Det	ces|cez|s|s'|sa|sas|se|sei|sen|seon|ses|seue|sez|si|sis|so|soe|soi|som|son|sos|soä|ssos|su'|sue|sui|sum|sun|suä|sëz
rien	N	ren|rens|rien|riens|rienz|ryen
tourner	Vfin	tome|torna|tornast|torne|torned|tornent|tornerai|tornerent|torneroit|tornez|tornoit|tort|tourna|tournast|tournay|tourne|tournent|tournerent|tournez|tournoient|tournoit|tournés|tourra|tourt|tunerad|turna|turnad|turnat|turne|turnent|turnera|turnerent|turnerez|turnet|turnez|turt
devers	PrA	devers|deviers
pitié	N	pictié|pitad|pitie|pitied|pities|pitiez|pitié|pitiés|pité|pités|pitéz
